Hours_Studied,Attendance,Parental_Involvement,Access_to_Resources,Extracurricular_Activities,Sleep_Hours,Previous_Scores,Motivation_Level,Internet_Access,Tutoring_Sessions,Family_Income,Teacher_Quality,School_Type,Peer_Influence,Physical_Activity,Learning_Disabilities,Parental_Education_Level,Distance_from_Home,Gender,Exam_Score,Categoria_Desempenho,Faixa_Frequencia,Horas_Estudadas_Normalizado
15,65,Baixo,Alto,Sim,8,52,Médio,Sim,4,Baixo,Médio,Privado,Neutro,3,Sim,Ensino Médio,Moderado,Feminino,61,Baixo,Média,-0.8305863290076444
15,94,Médio,Médio,Não,7,84,Médio,Sim,0,Médio,Alto,Público,Positivo,2,Não,Ensino Médio,Moderado,Masculino,68,Médio,Alta,-0.8305863290076444
19,85,Baixo,Baixo,Sim,8,98,Médio,Sim,2,Médio,Baixo,Privado,Neutro,4,Não,Ensino Médio,Perto,Feminino,67,Médio,Alta,-0.16282241129609587
22,67,Baixo,Médio,Sim,6,71,Baixo,Sim,1,Médio,Alto,Público,Neutro,4,Não,Faculdade,Moderado,Masculino,64,Baixo,Média,0.3380005269875655
17,67,Médio,Médio,Sim,4,71,Médio,Sim,3,Médio,Alto,Público,Negativo,2,Não,Ensino Médio,Moderado,Feminino,63,Baixo,Média,-0.49670437015187013
28,95,Baixo,Médio,Não,8,52,Alto,Sim,3,Alto,Alto,Público,Negativo,4,Não,Faculdade,Perto,Masculino,72,Médio,Alta,1.3396464035548883
23,90,Alto,Médio,Não,5,95,Baixo,Sim,2,Baixo,Médio,Público,Negativo,2,Não,Ensino Médio,Moderado,Masculino,69,Médio,Alta,0.5049415064154527
20,86,Baixo,Alto,Não,6,96,Médio,Sim,1,Alto,Baixo,Público,Neutro,2,Sim,Ensino Médio,Longe,Masculino,66,Médio,Alta,0.0041185681317912485
11,76,Médio,Médio,Sim,8,91,Baixo,Sim,1,Alto,Alto,Privado,Neutro,3,Sim,Faculdade,Perto,Feminino,64,Baixo,Média,-1.498350246719193
12,70,Baixo,Médio,Sim,8,55,Médio,Sim,2,Médio,Alto,Público,Negativo,4,Não,Ensino Médio,Perto,Feminino,61,Baixo,Média,-1.3314092672913058
22,99,Médio,Alto,Sim,9,95,Médio,Sim,2,Baixo,Baixo,Público,Negativo,4,Sim,Ensino Médio,Perto,Masculino,71,Médio,Alta,0.3380005269875655
7,92,Baixo,Médio,Sim,4,51,Médio,Sim,0,Alto,Médio,Público,Positivo,1,Não,Ensino Médio,Perto,Feminino,63,Baixo,Alta,-2.1661141644307413
26,72,Médio,Baixo,Não,7,72,Baixo,Sim,2,Médio,Baixo,Público,Neutro,4,Não,Ensino Médio,Perto,Feminino,65,Baixo,Média,1.005764444699114
19,94,Alto,Baixo,Sim,7,75,Médio,Sim,2,Alto,Médio,Público,Negativo,5,Não,Faculdade,Perto,Feminino,71,Médio,Alta,-0.16282241129609587
39,90,Alto,Alto,Não,8,92,Alto,Sim,2,Médio,Alto,Privado,Neutro,1,Não,Ensino Médio,Perto,Feminino,78,Médio,Alta,3.1759971772616464
34,72,Médio,Alto,Sim,9,88,Baixo,Sim,1,Alto,Médio,Privado,Positivo,3,Não,Pós-Graduação,Perto,Masculino,73,Médio,Média,2.341292280122211
19,77,Baixo,Médio,Não,5,90,Baixo,Sim,1,Baixo,Alto,Privado,Neutro,3,Não,Faculdade,Perto,Feminino,65,Baixo,Média,-0.16282241129609587
19,67,Baixo,Médio,Sim,7,93,Alto,Sim,0,Médio,Médio,Público,Positivo,4,Não,Pós-Graduação,Perto,Masculino,66,Médio,Média,-0.16282241129609587
26,64,Alto,Baixo,Sim,8,74,Baixo,Sim,3,Médio,Alto,Público,Neutro,2,Não,Ensino Médio,Perto,Masculino,66,Médio,Média,1.005764444699114
30,89,Médio,Médio,Não,6,89,Médio,Sim,3,Alto,Médio,Público,Neutro,3,Não,Pós-Graduação,Moderado,Masculino,74,Médio,Alta,1.6735283624106625
10,71,Médio,Baixo,Não,10,53,Baixo,Sim,4,Alto,Médio,Privado,Positivo,3,Não,Ensino Médio,Perto,Feminino,62,Baixo,Média,-1.66529122614708
9,93,Alto,Baixo,Sim,6,72,Baixo,Sim,1,Médio,Médio,Público,Positivo,2,Não,Faculdade,Perto,Feminino,66,Médio,Alta,-1.8322322055749671
16,100,Alto,Alto,Não,7,52,Médio,Sim,4,Baixo,Médio,Público,Negativo,4,Não,Ensino Médio,Perto,Feminino,71,Médio,Alta,-0.6636453495797573
23,63,Alto,Médio,Sim,5,96,Médio,Sim,2,Alto,Médio,Público,Neutro,2,Não,Ensino Médio,Perto,Feminino,67,Médio,Média,0.5049415064154527
23,79,Alto,Baixo,Sim,7,98,Baixo,Sim,0,Médio,Alto,Público,Neutro,4,Não,Faculdade,Perto,Feminino,69,Médio,Média,0.5049415064154527
26,92,Médio,Alto,Não,4,54,Médio,Sim,2,Alto,Médio,Público,Positivo,4,Não,Ensino Médio,Moderado,Masculino,72,Médio,Alta,1.005764444699114
13,92,Alto,Alto,Sim,7,77,Médio,Sim,2,Alto,Médio,Público,Positivo,4,Não,Pós-Graduação,Perto,Masculino,72,Médio,Alta,-1.1644682878634187
6,90,Médio,Médio,Sim,9,66,Médio,Sim,2,Médio,Alto,Público,Positivo,2,Não,Ensino Médio,Longe,Masculino,65,Baixo,Alta,-2.3330551438586284
25,74,Alto,Alto,Não,5,67,Alto,Sim,1,Médio,Médio,Público,Positivo,5,Não,Pós-Graduação,Perto,Masculino,71,Médio,Média,0.8388234652712269
15,78,Médio,Médio,Não,5,73,Médio,Sim,0,Alto,Alto,Privado,Positivo,1,Sim,Faculdade,Perto,Masculino,64,Baixo,Média,-0.8305863290076444
8,84,Médio,Baixo,Sim,9,56,Baixo,Sim,1,Baixo,Médio,Público,Positivo,2,Não,Ensino Médio,Moderado,Masculino,61,Baixo,Alta,-1.9991731850028542
21,99,Médio,Baixo,Sim,9,59,Baixo,Sim,1,Alto,Alto,Público,Negativo,2,Não,Faculdade,Moderado,Feminino,69,Médio,Alta,0.17105954755967837
25,73,Baixo,Médio,Sim,5,79,Médio,Sim,1,Baixo,Médio,Privado,Neutro,5,Não,Ensino Médio,Moderado,Feminino,65,Baixo,Média,0.8388234652712269
19,97,Médio,Baixo,Sim,10,51,Alto,Sim,3,Baixo,Alto,Público,Neutro,4,Não,Faculdade,Longe,Feminino,69,Médio,Alta,-0.16282241129609587
17,71,Médio,Médio,Não,8,80,Baixo,Sim,2,Alto,Baixo,Público,Neutro,3,Não,Ensino Médio,Perto,Feminino,64,Baixo,Média,-0.49670437015187013
19,100,Médio,Baixo,Sim,9,66,Alto,Sim,1,Alto,Médio,Público,Negativo,4,Sim,Pós-Graduação,Moderado,Masculino,69,Médio,Alta,-0.16282241129609587
18,87,Médio,Médio,Sim,6,92,Baixo,Sim,1,Baixo,Médio,Privado,Neutro,4,Não,Ensino Médio,Perto,Feminino,68,Médio,Alta,-0.329763390723983
12,79,Médio,Baixo,Não,9,80,Baixo,Sim,1,Alto,Médio,Público,Positivo,2,Não,Faculdade,Moderado,Masculino,63,Baixo,Média,-1.3314092672913058
16,85,Baixo,Médio,Não,7,85,Alto,Sim,1,Médio,Alto,Público,Neutro,2,Não,Ensino Médio,Perto,Masculino,66,Médio,Alta,-0.6636453495797573
23,71,Médio,Médio,Não,7,56,Baixo,Sim,1,Médio,Médio,Privado,Positivo,4,Não,Ensino Médio,Perto,Feminino,65,Baixo,Média,0.5049415064154527
22,71,Alto,Médio,Sim,8,63,Médio,Sim,2,Médio,Alto,Público,Negativo,2,Não,Ensino Médio,Moderado,Masculino,66,Médio,Média,0.3380005269875655
21,65,Médio,Médio,Não,6,100,Médio,Sim,3,Médio,Médio,Público,Neutro,4,Não,Pós-Graduação,Perto,Masculino,67,Médio,Média,0.17105954755967837
14,65,Médio,Alto,Sim,5,72,Baixo,Sim,3,Baixo,Alto,Privado,Negativo,2,Não,Ensino Médio,Perto,Masculino,62,Baixo,Média,-0.9975273084355315
19,74,Médio,Alto,Sim,7,68,Médio,Sim,2,Baixo,Alto,Público,Negativo,2,Não,Ensino Médio,Perto,Feminino,66,Médio,Média,-0.16282241129609587
7,91,Alto,Médio,Não,7,94,Alto,Não,3,Alto,Médio,Público,Neutro,3,Não,Pós-Graduação,Moderado,Feminino,68,Médio,Alta,-2.1661141644307413
21,84,Médio,Médio,Sim,6,52,Médio,Sim,2,Alto,Alto,Público,Negativo,5,Não,Ensino Médio,Moderado,Masculino,68,Médio,Alta,0.17105954755967837
29,64,Baixo,Médio,Não,9,77,Médio,Sim,0,Baixo,Alto,Público,Negativo,2,Não,Ensino Médio,Moderado,Feminino,63,Baixo,Média,1.5065873829827754
11,94,Alto,Baixo,Sim,10,61,Médio,Sim,1,Médio,Baixo,Público,Neutro,3,Não,Faculdade,Moderado,Masculino,66,Médio,Alta,-1.498350246719193
16,84,Alto,Baixo,Não,6,68,Baixo,Não,3,Médio,Médio,Privado,Neutro,3,Não,Ensino Médio,Perto,Masculino,65,Baixo,Alta,-0.6636453495797573
22,98,Alto,Médio,Sim,7,60,Médio,Sim,1,Alto,Médio,Público,Positivo,1,Não,Ensino Médio,Perto,Masculino,72,Médio,Alta,0.3380005269875655
28,87,Médio,Médio,Não,6,52,Médio,Sim,4,Baixo,Baixo,Privado,Neutro,3,Não,Pós-Graduação,Perto,Feminino,70,Médio,Alta,1.3396464035548883
17,67,Alto,Baixo,Não,10,71,Médio,Sim,1,Médio,Médio,Público,Positivo,3,Não,Ensino Médio,Perto,Masculino,63,Baixo,Média,-0.49670437015187013
16,79,Médio,Médio,Não,8,89,Médio,Sim,0,Baixo,Alto,Privado,Neutro,4,Não,Ensino Médio,Perto,Masculino,65,Baixo,Média,-0.6636453495797573
8,86,Alto,Baixo,Sim,8,98,Baixo,Sim,1,Baixo,Médio,Privado,Neutro,1,Não,Faculdade,Perto,Masculino,65,Baixo,Alta,-1.9991731850028542
21,61,Alto,Alto,Não,9,81,Médio,Sim,1,Médio,Médio,Privado,Neutro,3,Não,Pós-Graduação,Perto,Masculino,66,Médio,Média,0.17105954755967837
32,61,Alto,Médio,Sim,7,69,Alto,Sim,0,Alto,Médio,Público,Positivo,3,Não,Ensino Médio,Moderado,Feminino,68,Médio,Média,2.0074103212664367
22,65,Médio,Baixo,Sim,7,88,Baixo,Não,2,Médio,Médio,Público,Positivo,4,Não,Faculdade,Perto,Masculino,64,Baixo,Média,0.3380005269875655
20,70,Alto,Médio,Não,9,75,Baixo,Sim,3,Médio,Médio,Público,Neutro,4,Não,Faculdade,Moderado,Masculino,66,Médio,Média,0.0041185681317912485
22,77,Baixo,Médio,Sim,8,68,Médio,Sim,3,Alto,Alto,Público,Positivo,4,Não,Ensino Médio,Moderado,Masculino,68,Médio,Média,0.3380005269875655
20,79,Baixo,Médio,Sim,6,59,Médio,Sim,0,Baixo,Médio,Público,Positivo,2,Não,Ensino Médio,Moderado,Masculino,64,Baixo,Média,0.0041185681317912485
15,66,Médio,Médio,Não,6,90,Baixo,Sim,2,Médio,Médio,Público,Negativo,3,Não,Faculdade,Longe,Feminino,62,Baixo,Média,-0.8305863290076444
25,87,Médio,Médio,Sim,6,75,Médio,Não,0,Baixo,Médio,Privado,Neutro,2,Sim,Ensino Médio,Perto,Masculino,67,Médio,Alta,0.8388234652712269
21,84,Baixo,Alto,Não,9,98,Médio,Sim,1,Baixo,Médio,Público,Negativo,3,Não,Ensino Médio,Moderado,Masculino,67,Médio,Alta,0.17105954755967837
20,72,Médio,Médio,Não,9,90,Baixo,Sim,1,Médio,Médio,Privado,Neutro,2,Não,Pós-Graduação,Moderado,Masculino,65,Baixo,Média,0.0041185681317912485
14,61,Baixo,Médio,Sim,10,71,Médio,Não,2,Baixo,Médio,Público,Neutro,4,Não,Ensino Médio,Perto,Masculino,59,Baixo,Média,-0.9975273084355315
28,63,Médio,Alto,Sim,6,87,Baixo,Sim,0,Baixo,Médio,Público,Positivo,2,Não,Ensino Médio,Moderado,Feminino,66,Médio,Média,1.3396464035548883
24,76,Alto,Baixo,Não,7,73,Médio,Sim,4,Médio,Médio,Público,Neutro,2,Não,Ensino Médio,Perto,Feminino,68,Médio,Média,0.6718824858433398
17,66,Alto,Médio,Não,6,54,Médio,Sim,2,Alto,Baixo,Público,Positivo,3,Sim,Ensino Médio,Perto,Feminino,63,Baixo,Média,-0.49670437015187013
26,75,Médio,Baixo,Sim,7,76,Médio,Sim,2,Médio,Médio,Público,Neutro,3,Não,Faculdade,Perto,Masculino,68,Médio,Média,1.005764444699114
17,85,Alto,Baixo,Sim,8,93,Baixo,Sim,2,Médio,Alto,Público,Positivo,3,Não,Faculdade,Longe,Feminino,68,Médio,Alta,-0.49670437015187013
15,82,Médio,Médio,Sim,7,93,Médio,Sim,3,Baixo,Alto,Público,Negativo,2,Não,Ensino Médio,Moderado,Feminino,66,Médio,Alta,-0.8305863290076444
15,69,Alto,Baixo,Não,9,79,Baixo,Sim,1,Médio,Médio,Privado,Positivo,2,Não,Ensino Médio,Moderado,Feminino,63,Baixo,Média,-0.8305863290076444
9,74,Médio,Baixo,Não,6,69,Baixo,Sim,3,Baixo,Médio,Privado,Positivo,2,Não,Ensino Médio,Moderado,Feminino,61,Baixo,Média,-1.8322322055749671
23,85,Alto,Médio,Sim,8,51,Baixo,Sim,0,Alto,Baixo,Público,Negativo,4,Não,Faculdade,Perto,Feminino,68,Médio,Alta,0.5049415064154527
9,94,Alto,Baixo,Não,6,66,Baixo,Sim,0,Baixo,Alto,Público,Positivo,3,Não,Faculdade,Perto,Masculino,66,Médio,Alta,-1.8322322055749671
13,90,Médio,Alto,Não,4,99,Alto,Sim,1,Alto,Médio,Público,Neutro,4,Sim,Faculdade,Moderado,Masculino,69,Médio,Alta,-1.1644682878634187
8,82,Médio,Alto,Sim,5,86,Médio,Não,0,Baixo,Médio,Público,Negativo,3,Não,Pós-Graduação,Perto,Feminino,64,Baixo,Alta,-1.9991731850028542
19,74,Médio,Médio,Não,7,86,Alto,Sim,1,Alto,Médio,Privado,Positivo,3,Não,Pós-Graduação,Perto,Masculino,68,Médio,Média,-0.16282241129609587
19,75,Médio,Alto,Não,10,88,Baixo,Sim,0,Baixo,Alto,Público,Positivo,2,Não,Ensino Médio,Perto,Feminino,66,Médio,Média,-0.16282241129609587
18,95,Médio,Médio,Não,6,81,Médio,Sim,0,Baixo,Médio,Público,Positivo,3,Sim,Ensino Médio,Perto,Feminino,68,Médio,Alta,-0.329763390723983
14,62,Médio,Alto,Sim,7,79,Baixo,Sim,2,Médio,Médio,Privado,Positivo,2,Não,Ensino Médio,Moderado,Feminino,62,Baixo,Média,-0.9975273084355315
13,100,Médio,Baixo,Sim,8,73,Baixo,Sim,1,Baixo,Médio,Público,Neutro,3,Não,Pós-Graduação,Perto,Masculino,68,Médio,Alta,-1.1644682878634187
23,87,Médio,Alto,Não,6,72,Médio,Sim,1,Baixo,Alto,Privado,Negativo,3,Não,Faculdade,Moderado,Masculino,69,Médio,Alta,0.5049415064154527
17,87,Alto,Alto,Sim,6,94,Médio,Sim,2,Baixo,Médio,Privado,Neutro,3,Não,Ensino Médio,Moderado,Masculino,70,Médio,Alta,-0.49670437015187013
22,62,Alto,Médio,Sim,7,70,Baixo,Sim,4,Baixo,Médio,Público,Negativo,2,Não,Faculdade,Perto,Feminino,65,Baixo,Média,0.3380005269875655
15,84,Baixo,Médio,Sim,6,92,Médio,Sim,3,Médio,Médio,Público,Positivo,3,Não,Faculdade,Perto,Feminino,68,Médio,Alta,-0.8305863290076444
21,79,Médio,Alto,Não,4,92,Baixo,Sim,0,Baixo,Médio,Público,Negativo,2,Não,Pós-Graduação,Perto,Feminino,67,Médio,Média,0.17105954755967837
28,64,Baixo,Médio,Sim,6,89,Médio,Sim,0,Baixo,Baixo,Público,Neutro,4,Não,Faculdade,Longe,Masculino,64,Baixo,Média,1.3396464035548883
24,71,Baixo,Médio,Não,8,52,Médio,Não,2,Médio,Médio,Público,Negativo,3,Não,Faculdade,Perto,Feminino,63,Baixo,Média,0.6718824858433398
18,96,Médio,Baixo,Sim,8,57,Médio,Sim,1,Médio,Médio,Público,Negativo,2,Não,Ensino Médio,Perto,Feminino,67,Médio,Alta,-0.329763390723983
22,82,Alto,Baixo,Não,9,66,Médio,Sim,1,Baixo,Alto,Privado,Negativo,3,Não,Ensino Médio,Moderado,Masculino,66,Médio,Alta,0.3380005269875655
19,77,Alto,Baixo,Sim,9,92,Médio,Sim,2,Baixo,Médio,Público,Positivo,4,Não,Ensino Médio,Perto,Feminino,67,Médio,Média,-0.16282241129609587
20,63,Médio,Médio,Sim,6,94,Médio,Não,2,Médio,Médio,Público,Neutro,3,Não,Ensino Médio,Longe,Feminino,63,Baixo,Média,0.0041185681317912485
18,89,Médio,Médio,Sim,6,52,Médio,Sim,3,Alto,Alto,Público,Positivo,3,Não,Ensino Médio,Moderado,Feminino,69,Médio,Alta,-0.329763390723983
19,88,Alto,Alto,Não,6,66,Médio,Sim,3,Médio,Médio,Público,Positivo,2,Não,Ensino Médio,Perto,Feminino,70,Médio,Alta,-0.16282241129609587
21,85,Alto,Médio,Sim,7,93,Médio,Sim,0,Alto,Médio,Público,Neutro,4,Não,Ensino Médio,Moderado,Masculino,70,Médio,Alta,0.17105954755967837
14,80,Alto,Médio,Não,6,62,Médio,Sim,0,Alto,Médio,Privado,Negativo,2,Não,Pós-Graduação,Perto,Masculino,65,Baixo,Média,-0.9975273084355315
14,77,Baixo,Baixo,Não,7,99,Baixo,Sim,2,Médio,Médio,Público,Positivo,2,Não,Pós-Graduação,Moderado,Feminino,64,Baixo,Média,-0.9975273084355315
12,84,Médio,Alto,Sim,6,74,Alto,Sim,1,Médio,Alto,Público,Negativo,3,Não,Faculdade,Moderado,Feminino,67,Médio,Alta,-1.3314092672913058
10,69,Baixo,Médio,Não,8,97,Médio,Sim,1,Médio,Médio,Privado,Negativo,3,Não,Ensino Médio,Perto,Feminino,61,Baixo,Média,-1.66529122614708
13,98,Médio,Alto,Sim,6,71,Médio,Sim,1,Baixo,Alto,Privado,Positivo,1,Não,Faculdade,Perto,Feminino,70,Médio,Alta,-1.1644682878634187
21,84,Alto,Baixo,Não,6,66,Alto,Sim,2,Alto,Médio,Privado,Positivo,4,Sim,Faculdade,Longe,Masculino,68,Médio,Alta,0.17105954755967837
15,72,Médio,Médio,Sim,8,68,Alto,Sim,0,Médio,Médio,Público,Positivo,2,Não,Ensino Médio,Perto,Feminino,64,Baixo,Média,-0.8305863290076444
23,78,Alto,Médio,Não,8,94,Médio,Sim,1,Alto,Médio,Privado,Neutro,2,Sim,Ensino Médio,Moderado,Masculino,68,Médio,Média,0.5049415064154527
20,92,Médio,Baixo,Não,7,67,Baixo,Sim,1,Médio,Médio,Público,Positivo,5,Não,Ensino Médio,Perto,Masculino,68,Médio,Alta,0.0041185681317912485
8,66,Alto,Alto,Sim,8,83,Médio,Sim,0,Baixo,Médio,Privado,Positivo,4,Não,Faculdade,Perto,Masculino,63,Baixo,Média,-1.9991731850028542
24,72,Baixo,Médio,Sim,8,73,Baixo,Sim,1,Baixo,Médio,Público,Positivo,2,Não,Faculdade,Moderado,Feminino,65,Baixo,Média,0.6718824858433398
25,87,Baixo,Médio,Sim,10,97,Médio,Sim,4,Baixo,Baixo,Privado,Neutro,3,Sim,Ensino Médio,Perto,Feminino,69,Médio,Alta,0.8388234652712269
14,73,Médio,Alto,Não,8,58,Médio,Sim,2,Baixo,Alto,Público,Negativo,2,Não,Faculdade,Moderado,Masculino,63,Baixo,Média,-0.9975273084355315
23,92,Baixo,Médio,Sim,10,71,Médio,Sim,1,Baixo,Médio,Público,Neutro,3,Não,Faculdade,Perto,Masculino,69,Médio,Alta,0.5049415064154527
15,65,Alto,Baixo,Sim,7,56,Médio,Não,3,Alto,Médio,Privado,Positivo,3,Sim,Ensino Médio,Perto,Feminino,61,Baixo,Média,-0.8305863290076444
21,91,Baixo,Alto,Sim,9,79,Médio,Sim,2,Baixo,Médio,Privado,Neutro,3,Não,Faculdade,Longe,Feminino,69,Médio,Alta,0.17105954755967837
12,63,Alto,Médio,Não,9,70,Baixo,Sim,1,Alto,Baixo,Público,Positivo,3,Não,Faculdade,Perto,Feminino,62,Baixo,Média,-1.3314092672913058
9,61,Baixo,Alto,Sim,7,53,Médio,Sim,0,Médio,Médio,Público,Positivo,2,Sim,Pós-Graduação,Longe,Masculino,58,Baixo,Média,-1.8322322055749671
18,96,Médio,Alto,Sim,6,92,Médio,Sim,2,Médio,Médio,Público,Positivo,3,Não,Ensino Médio,Longe,Masculino,71,Médio,Alta,-0.329763390723983
19,83,Alto,Baixo,Não,6,69,Médio,Sim,5,Médio,Médio,Privado,Positivo,2,Não,Pós-Graduação,Longe,Masculino,69,Médio,Alta,-0.16282241129609587
18,74,Alto,Médio,Não,8,75,Alto,Sim,1,Alto,Alto,Público,Positivo,3,Não,Pós-Graduação,Moderado,Masculino,68,Médio,Média,-0.329763390723983
13,69,Médio,Baixo,Não,5,70,Médio,Sim,0,Médio,Alto,Privado,Negativo,2,Não,Faculdade,Perto,Masculino,61,Baixo,Média,-1.1644682878634187
18,85,Alto,Médio,Sim,6,74,Médio,Sim,3,Baixo,Médio,Privado,Negativo,2,Não,Faculdade,Longe,Masculino,67,Médio,Alta,-0.329763390723983
22,80,Médio,Alto,Sim,9,51,Médio,Sim,2,Médio,Médio,Público,Negativo,3,Não,Pós-Graduação,Perto,Masculino,68,Médio,Média,0.3380005269875655
20,100,Médio,Médio,Sim,8,91,Médio,Sim,3,Baixo,Médio,Público,Positivo,3,Não,Ensino Médio,Perto,Masculino,72,Médio,Alta,0.0041185681317912485
21,99,Alto,Baixo,Sim,4,67,Médio,Sim,1,Médio,Médio,Privado,Negativo,4,Não,Faculdade,Perto,Feminino,71,Médio,Alta,0.17105954755967837
16,85,Médio,Médio,Sim,5,86,Baixo,Não,3,Médio,Médio,Público,Positivo,2,Não,Ensino Médio,Perto,Masculino,67,Médio,Alta,-0.6636453495797573
27,78,Médio,Médio,Não,10,53,Médio,Sim,3,Médio,Médio,Privado,Neutro,4,Sim,Pós-Graduação,Moderado,Masculino,68,Médio,Média,1.1727054241270012
13,80,Médio,Médio,Não,9,76,Médio,Sim,0,Alto,Médio,Público,Neutro,2,Não,Ensino Médio,Perto,Feminino,64,Baixo,Média,-1.1644682878634187
23,87,Médio,Alto,Não,6,95,Alto,Sim,3,Alto,Médio,Privado,Positivo,0,Não,Ensino Médio,Perto,Feminino,73,Médio,Alta,0.5049415064154527
27,64,Baixo,Médio,Sim,5,70,Médio,Sim,0,Baixo,Alto,Público,Positivo,4,Não,Ensino Médio,Perto,Feminino,65,Baixo,Média,1.1727054241270012
23,73,Baixo,Alto,Não,5,60,Alto,Sim,1,Médio,Médio,Privado,Positivo,2,Não,Pós-Graduação,Perto,Feminino,67,Médio,Média,0.5049415064154527
19,63,Alto,Médio,Sim,8,55,Baixo,Sim,0,Médio,Médio,Privado,Positivo,4,Não,Faculdade,Moderado,Feminino,63,Baixo,Média,-0.16282241129609587
17,63,Médio,Médio,Sim,10,93,Médio,Sim,0,Baixo,Médio,Público,Positivo,2,Sim,Pós-Graduação,Perto,Feminino,63,Baixo,Média,-0.49670437015187013
26,68,Médio,Médio,Sim,10,62,Alto,Sim,4,Médio,Médio,Público,Neutro,2,Não,Pós-Graduação,Perto,Feminino,69,Médio,Média,1.005764444699114
11,79,Alto,Alto,Sim,5,99,Médio,Sim,1,Alto,Baixo,Público,Positivo,3,Não,Ensino Médio,Perto,Feminino,68,Médio,Média,-1.498350246719193
14,91,Médio,Médio,Sim,7,62,Médio,Sim,2,Baixo,Alto,Público,Neutro,2,Não,Faculdade,Perto,Masculino,68,Médio,Alta,-0.9975273084355315
18,79,Alto,Alto,Sim,6,74,Médio,Sim,3,Baixo,Médio,Público,Positivo,4,Não,Ensino Médio,Perto,Masculino,69,Médio,Média,-0.329763390723983
27,73,Alto,Alto,Sim,7,73,Alto,Sim,5,Alto,Alto,Público,Negativo,3,Não,Ensino Médio,Perto,Feminino,73,Médio,Média,1.1727054241270012
22,63,Alto,Alto,Sim,5,53,Alto,Sim,3,Baixo,Alto,Público,Negativo,2,Não,Ensino Médio,Perto,Masculino,66,Médio,Média,0.3380005269875655
14,82,Médio,Médio,Sim,6,77,Médio,Sim,3,Médio,Médio,Público,Positivo,3,Não,Faculdade,Perto,Feminino,68,Médio,Alta,-0.9975273084355315
18,71,Médio,Médio,Não,6,84,Médio,Sim,2,Médio,Baixo,Público,Neutro,2,Não,Pós-Graduação,Perto,Masculino,65,Baixo,Média,-0.329763390723983
16,85,Médio,Médio,Não,8,87,Alto,Sim,4,Baixo,Médio,Privado,Negativo,3,Não,Ensino Médio,Longe,Masculino,67,Médio,Alta,-0.6636453495797573
16,99,Médio,Médio,Não,6,76,Baixo,Sim,2,Médio,Médio,Privado,Positivo,4,Não,Faculdade,Perto,Feminino,70,Médio,Alta,-0.6636453495797573
26,64,Médio,Alto,Não,6,91,Médio,Sim,1,Baixo,Médio,Privado,Neutro,4,Não,Ensino Médio,Moderado,Masculino,66,Médio,Média,1.005764444699114
12,68,Médio,Alto,Não,8,88,Alto,Sim,3,Baixo,Médio,Público,Negativo,3,Não,Pós-Graduação,Moderado,Feminino,64,Baixo,Média,-1.3314092672913058
30,79,Médio,Alto,Não,9,60,Médio,Sim,1,Baixo,Médio,Público,Neutro,3,Não,Ensino Médio,Perto,Feminino,69,Médio,Média,1.6735283624106625
25,99,Baixo,Médio,Não,10,70,Médio,Sim,1,Médio,Médio,Público,Positivo,5,Não,Faculdade,Longe,Feminino,71,Médio,Alta,0.8388234652712269
27,91,Médio,Baixo,Não,8,57,Médio,Sim,0,Baixo,Baixo,Privado,Neutro,4,Não,Pós-Graduação,Moderado,Masculino,68,Médio,Alta,1.1727054241270012
17,96,Alto,Médio,Não,7,57,Baixo,Sim,2,Médio,Médio,Privado,Negativo,3,Não,Faculdade,Moderado,Feminino,68,Médio,Alta,-0.49670437015187013
19,73,Baixo,Médio,Sim,9,86,Alto,Sim,0,Médio,Alto,Público,Positivo,3,Não,Faculdade,Perto,Feminino,66,Médio,Média,-0.16282241129609587
11,100,Baixo,Alto,Não,9,77,Médio,Sim,2,Médio,Alto,Público,Positivo,3,Não,Pós-Graduação,Perto,Feminino,70,Médio,Alta,-1.498350246719193
17,64,Médio,Alto,Não,8,80,Médio,Sim,0,Alto,Alto,Público,Positivo,2,Não,Pós-Graduação,Perto,Feminino,65,Baixo,Média,-0.49670437015187013
23,62,Médio,Baixo,Sim,5,87,Médio,Sim,1,Médio,Médio,Público,Negativo,4,Não,Ensino Médio,Perto,Feminino,63,Baixo,Média,0.5049415064154527
28,94,Baixo,Médio,Sim,9,64,Médio,Sim,0,Médio,Médio,Público,Neutro,3,Não,Ensino Médio,Moderado,Feminino,70,Médio,Alta,1.3396464035548883
13,97,Baixo,Médio,Sim,8,70,Médio,Sim,0,Alto,Médio,Privado,Neutro,2,Não,Pós-Graduação,Moderado,Feminino,67,Médio,Alta,-1.1644682878634187
18,64,Médio,Médio,Não,6,80,Médio,Sim,1,Médio,Médio,Público,Positivo,5,Sim,Ensino Médio,Perto,Masculino,63,Baixo,Média,-0.329763390723983
19,65,Alto,Médio,Não,6,55,Médio,Sim,1,Baixo,Alto,Público,Positivo,3,Não,Pós-Graduação,Moderado,Masculino,64,Baixo,Média,-0.16282241129609587
12,61,Baixo,Médio,Sim,8,92,Médio,Sim,2,Alto,Médio,Público,Neutro,4,Sim,Ensino Médio,Moderado,Masculino,60,Baixo,Média,-1.3314092672913058
24,64,Médio,Médio,Sim,4,67,Baixo,Sim,0,Baixo,Médio,Público,Neutro,1,Não,Ensino Médio,Perto,Masculino,62,Baixo,Média,0.6718824858433398
