,Hours_Studied,Attendance,Parental_Involvement,Access_to_Resources,Extracurricular_Activities,Sleep_Hours,Previous_Scores,Motivation_Level,Internet_Access,Tutoring_Sessions,Family_Income,Teacher_Quality,School_Type,Peer_Influence,Physical_Activity,Learning_Disabilities,Parental_Education_Level,Distance_from_Home,Gender,Exam_Score,faixa_nota
3400,23,93,Médio,Alto,Não,5,81,Alto,Sim,2,Baixo,Médio,Privado,Negativo,1,Não,Faculdade,Perto,Masculino,71,médio
3401,23,60,Baixo,Médio,Não,7,72,Baixo,Sim,3,Alto,Médio,Público,Neutro,2,Não,Faculdade,Perto,Feminino,64,médio
3402,21,100,Médio,Médio,Não,5,92,Baixo,Sim,3,Baixo,Baixo,Público,Positivo,3,Sim,Pós-Graduação,Perto,Masculino,71,médio
3403,19,67,Médio,Médio,Não,7,91,Médio,Sim,1,Baixo,Alto,Público,Neutro,3,Não,Ensino Médio,Perto,Feminino,65,médio
3404,23,79,Baixo,Médio,Sim,7,66,Alto,Sim,1,Alto,Médio,Privado,Positivo,3,Não,Pós-Graduação,Perto,Masculino,68,médio
3405,5,95,Médio,Alto,Sim,8,92,Baixo,Sim,1,Baixo,Alto,Privado,Neutro,2,Não,Faculdade,Perto,Feminino,67,médio
3406,24,69,Médio,Alto,Sim,7,67,Médio,Sim,2,Médio,Alto,Público,Negativo,4,Não,Pós-Graduação,Longe,Masculino,67,médio
3407,21,79,Médio,Baixo,Sim,7,81,Baixo,Sim,2,Médio,Médio,Público,Neutro,4,Não,Ensino Médio,Perto,Masculino,67,médio
3408,19,65,Médio,Alto,Sim,9,60,Baixo,Sim,1,Baixo,Médio,Público,Neutro,3,Não,Pós-Graduação,Moderado,Masculino,63,médio
3409,32,76,Médio,Médio,Não,7,63,Médio,Sim,0,Médio,Baixo,Público,Positivo,3,Não,Ensino Médio,Perto,Feminino,68,médio
3410,16,67,Alto,Alto,Sim,6,72,Médio,Sim,1,Baixo,Alto,Público,Positivo,3,Não,Pós-Graduação,Perto,Feminino,66,médio
3411,18,75,Médio,Médio,Sim,7,66,Alto,Sim,1,Alto,Alto,Público,Positivo,4,Não,Ensino Médio,Perto,Masculino,67,médio
3412,32,75,Médio,Baixo,Sim,6,56,Médio,Sim,3,Médio,Médio,Público,Neutro,2,Não,Faculdade,Moderado,Feminino,68,médio
3413,15,100,Alto,Médio,Sim,5,74,Médio,Sim,2,Alto,Médio,Privado,Neutro,3,Não,Pós-Graduação,Perto,Masculino,72,médio
3414,17,100,Médio,Médio,Não,5,76,Baixo,Sim,3,Baixo,Alto,Privado,Neutro,3,Não,Pós-Graduação,Moderado,Feminino,70,médio
3415,19,65,Baixo,Alto,Não,9,58,Baixo,Sim,3,Médio,Médio,Público,Negativo,4,Não,Ensino Médio,Moderado,Feminino,62,médio
3416,25,89,Médio,Baixo,Sim,6,59,Médio,Sim,2,Baixo,Médio,Público,Neutro,2,Não,Faculdade,Perto,Feminino,69,médio
3417,21,62,Médio,Baixo,Sim,7,51,Baixo,Sim,0,Baixo,Médio,Privado,Positivo,4,Não,Ensino Médio,Perto,Feminino,61,médio
3418,12,61,Médio,Baixo,Sim,7,52,Baixo,Sim,2,Baixo,Médio,Público,Positivo,2,Não,Ensino Médio,Moderado,Feminino,58,baixo
3419,17,64,Baixo,Médio,Não,7,68,Médio,Sim,5,Médio,Médio,Privado,Neutro,3,Não,Ensino Médio,Perto,Masculino,63,médio
3420,16,99,Alto,Médio,Não,9,57,Alto,Não,4,Médio,Médio,Público,Positivo,3,Não,Faculdade,Perto,Feminino,71,médio
3421,20,98,Baixo,Médio,Sim,7,96,Baixo,Não,1,Baixo,Alto,Público,Positivo,3,Não,Faculdade,Perto,Feminino,70,médio
3422,23,68,Alto,Médio,Não,6,60,Médio,Sim,1,Baixo,Médio,Público,Neutro,3,Não,Ensino Médio,Perto,Feminino,64,médio
3423,23,66,Alto,Baixo,Não,6,53,Baixo,Sim,2,Médio,Médio,Público,Positivo,1,Não,Faculdade,Longe,Masculino,63,médio
3424,9,70,Alto,Médio,Sim,8,70,Baixo,Sim,1,Médio,Médio,Público,Positivo,3,Não,Faculdade,Perto,Masculino,63,médio
3425,26,81,Alto,Baixo,Não,8,60,Alto,Sim,2,Baixo,Alto,Público,Positivo,5,Não,Pós-Graduação,Perto,Feminino,71,médio
3426,22,83,Baixo,Alto,Sim,8,53,Médio,Não,0,Baixo,Baixo,Público,Negativo,2,Não,Pós-Graduação,Perto,Feminino,65,médio
3427,28,69,Alto,Alto,Não,7,88,Baixo,Sim,2,Baixo,Médio,Público,Neutro,2,Não,Ensino Médio,Moderado,Masculino,68,médio
3428,23,90,Médio,Alto,Sim,5,78,Alto,Não,1,Médio,Médio,Privado,Neutro,3,Não,Ensino Médio,Moderado,Masculino,70,médio
3429,27,72,Alto,Alto,Sim,8,53,Médio,Sim,3,Médio,Baixo,Público,Neutro,3,Não,Ensino Médio,Longe,Feminino,68,médio
3430,23,97,Médio,Alto,Não,7,73,Médio,Não,3,Baixo,Médio,Privado,Negativo,1,Não,Ensino Médio,Moderado,Masculino,69,médio
3431,28,86,Médio,Médio,Sim,7,52,Médio,Sim,0,Médio,Médio,Público,Positivo,5,Não,Faculdade,Perto,Masculino,70,médio
3432,23,77,Alto,Médio,Não,5,68,Baixo,Sim,0,Alto,Alto,Privado,Positivo,3,Sim,Ensino Médio,Perto,Masculino,67,médio
3433,19,92,Baixo,Alto,Sim,6,68,Médio,Sim,2,Médio,Médio,Público,Neutro,2,Não,Ensino Médio,Perto,Feminino,69,médio
3434,34,93,Baixo,Médio,Não,6,91,Baixo,Sim,2,Alto,Médio,Público,Neutro,3,Não,Ensino Médio,Moderado,Feminino,73,médio
3435,25,72,Médio,Médio,Sim,8,87,Baixo,Sim,3,Médio,Baixo,Público,Positivo,3,Não,Pós-Graduação,Moderado,Masculino,68,médio
3436,23,74,Alto,Médio,Não,8,95,Médio,Sim,2,Baixo,Médio,Público,Negativo,2,Não,Faculdade,Longe,Feminino,67,médio
3437,12,97,Médio,Alto,Sim,7,57,Baixo,Sim,0,Baixo,Médio,Privado,Positivo,4,Não,Faculdade,Moderado,Feminino,67,médio
3438,12,67,Médio,Alto,Sim,8,77,Médio,Sim,2,Baixo,Alto,Privado,Positivo,3,Não,Faculdade,Perto,Masculino,64,médio
3439,22,62,Alto,Médio,Não,9,51,Médio,Sim,2,Baixo,Médio,Público,Neutro,2,Não,Ensino Médio,Perto,Masculino,63,médio
3440,21,78,Baixo,Alto,Não,8,91,Médio,Não,1,Médio,Baixo,Privado,Negativo,5,Não,Pós-Graduação,Perto,Feminino,67,médio
3441,16,92,Médio,Alto,Sim,8,68,Médio,Sim,1,Médio,Alto,Público,Positivo,2,Não,Ensino Médio,Perto,Masculino,70,médio
3442,21,91,Alto,Médio,Sim,6,53,Alto,Sim,1,Médio,Médio,Público,Positivo,3,Não,Pós-Graduação,Perto,Feminino,71,médio
3443,30,97,Médio,Alto,Sim,6,66,Alto,Sim,1,Médio,Médio,Privado,Neutro,2,Não,Faculdade,Perto,Masculino,74,médio
3444,24,81,Médio,Alto,Sim,9,64,Alto,Sim,2,Alto,Baixo,Público,Positivo,3,Não,Ensino Médio,Perto,Masculino,70,médio
3445,13,64,Baixo,Baixo,Não,6,88,Médio,Sim,1,Médio,Médio,Público,Neutro,2,Não,Faculdade,Moderado,Feminino,59,baixo
3446,19,84,Baixo,Médio,Sim,8,56,Médio,Sim,0,Baixo,Médio,Privado,Neutro,3,Sim,Ensino Médio,Perto,Masculino,64,médio
3447,15,91,Baixo,Médio,Não,10,78,Baixo,Sim,2,Médio,Alto,Público,Neutro,3,Não,Ensino Médio,Perto,Feminino,67,médio
3448,18,64,Médio,Médio,Sim,8,90,Médio,Sim,1,Baixo,Médio,Público,Neutro,3,Não,Ensino Médio,Perto,Masculino,63,médio
3449,18,67,Baixo,Alto,Sim,7,87,Médio,Sim,5,Baixo,Baixo,Público,Positivo,2,Não,Faculdade,Perto,Masculino,66,médio
3450,17,60,Médio,Médio,Sim,5,97,Médio,Sim,1,Médio,Médio,Privado,Negativo,4,Não,Faculdade,Longe,Masculino,62,médio
3451,12,84,Baixo,Médio,Não,7,50,Médio,Sim,3,Alto,Alto,Público,Neutro,3,Não,Ensino Médio,Perto,Masculino,65,médio
3452,19,95,Alto,Alto,Sim,9,68,Médio,Sim,3,Alto,Médio,Público,Positivo,4,Não,Faculdade,Longe,Masculino,73,médio
3453,17,87,Alto,Alto,Sim,7,68,Alto,Sim,1,Médio,Alto,Público,Positivo,2,Não,Ensino Médio,Perto,Masculino,70,médio
3454,2,99,Médio,Baixo,Sim,9,52,Baixo,Sim,0,Médio,Médio,Público,Neutro,4,Não,Ensino Médio,Perto,Masculino,62,médio
3455,32,63,Médio,Alto,Não,8,91,Médio,Não,2,Alto,Baixo,Público,Positivo,5,Sim,Ensino Médio,Perto,Feminino,68,médio
3456,27,96,Alto,Baixo,Sim,7,84,Médio,Sim,1,Alto,Médio,Público,Neutro,3,Não,Faculdade,Perto,Masculino,74,médio
3457,18,93,Médio,Médio,Não,7,76,Baixo,Sim,2,Médio,Médio,Privado,Neutro,4,Não,Ensino Médio,Perto,Feminino,96,alto
3458,20,73,Alto,Alto,Não,5,70,Alto,Sim,1,Baixo,Alto,Público,Negativo,2,Não,Ensino Médio,Moderado,Masculino,66,médio
3459,13,99,Baixo,Alto,Sim,6,95,Médio,Não,0,Baixo,Médio,Público,Positivo,4,Não,Pós-Graduação,Perto,Masculino,69,médio
3460,30,72,Alto,Alto,Sim,6,63,Médio,Sim,1,Baixo,Médio,Público,Neutro,3,Não,Pós-Graduação,Perto,Feminino,70,médio
3461,31,96,Médio,Baixo,Sim,8,67,Médio,Sim,2,Médio,Médio,Privado,Neutro,3,Não,Faculdade,Perto,Masculino,73,médio
3462,21,95,Baixo,Baixo,Não,7,98,Baixo,Sim,1,Baixo,Alto,Público,Positivo,2,Não,Ensino Médio,Perto,Masculino,69,médio
3463,26,90,Alto,Alto,Sim,9,53,Médio,Sim,1,Baixo,Médio,Privado,Neutro,4,Não,Ensino Médio,Longe,Masculino,71,médio
3464,21,83,Alto,Baixo,Sim,7,89,Baixo,Não,0,Baixo,Baixo,Público,Neutro,2,Não,Faculdade,Moderado,Feminino,65,médio
3465,12,65,Médio,Baixo,Sim,6,86,Médio,Sim,1,Médio,Médio,Público,Positivo,3,Não,Pós-Graduação,Perto,Feminino,62,médio
3466,18,81,Alto,Alto,Não,6,95,Baixo,Sim,1,Médio,Médio,Público,Positivo,3,Não,Ensino Médio,Perto,Masculino,69,médio
3467,21,74,Baixo,Médio,Não,6,55,Alto,Sim,3,Baixo,Médio,Público,Positivo,2,Não,Faculdade,Perto,Masculino,65,médio
3468,17,92,Médio,Médio,Não,7,99,Médio,Sim,1,Médio,Médio,Público,Neutro,2,Não,Faculdade,Longe,Feminino,68,médio
3469,19,90,Baixo,Baixo,Sim,6,51,Alto,Sim,1,Baixo,Médio,Público,Negativo,3,Sim,Pós-Graduação,Perto,Masculino,65,médio
3470,19,96,Médio,Alto,Sim,5,67,Médio,Sim,4,Alto,Médio,Privado,Neutro,1,Não,Ensino Médio,Moderado,Masculino,72,médio
3471,20,61,Alto,Alto,Sim,9,54,Médio,Sim,2,Alto,Médio,Privado,Positivo,4,Não,Pós-Graduação,Perto,Masculino,67,médio
3472,20,92,Médio,Baixo,Não,7,53,Médio,Sim,2,Médio,Alto,Privado,Positivo,2,Não,Faculdade,Longe,Masculino,68,médio
3473,14,98,Baixo,Médio,Não,7,98,Médio,Não,0,Médio,Alto,Público,Positivo,3,Não,Ensino Médio,Perto,Masculino,68,médio
3474,16,92,Médio,Médio,Não,6,86,Baixo,Não,2,Médio,Médio,Privado,Neutro,3,Sim,Faculdade,Perto,Feminino,66,médio
3475,12,65,Médio,Alto,Sim,5,75,Alto,Sim,0,Alto,Médio,Privado,Negativo,2,Não,Ensino Médio,Moderado,Masculino,62,médio
3476,26,63,Médio,Médio,Sim,7,55,Médio,Sim,2,Médio,Alto,Público,Neutro,4,Não,Ensino Médio,Longe,Masculino,65,médio
3477,7,61,Baixo,Alto,Sim,4,76,Alto,Sim,1,Médio,Médio,Privado,Positivo,5,Não,Ensino Médio,Longe,Feminino,60,baixo
3478,27,85,Alto,Médio,Sim,8,66,Médio,Sim,2,Baixo,Alto,Privado,Neutro,4,Sim,Ensino Médio,Moderado,Masculino,70,médio
3479,28,85,Médio,Médio,Sim,6,64,Baixo,Sim,1,Baixo,Médio,Público,Neutro,1,Não,Ensino Médio,Moderado,Masculino,68,médio
3480,18,99,Médio,Alto,Sim,7,81,Baixo,Sim,1,Médio,Médio,Público,Neutro,3,Não,Pós-Graduação,Perto,Masculino,72,médio
3481,4,76,Médio,Médio,Sim,8,90,Médio,Sim,2,Alto,Médio,Público,Positivo,2,Não,Ensino Médio,Moderado,Feminino,63,médio
3482,18,73,Médio,Alto,Sim,7,72,Baixo,Sim,1,Médio,Médio,Privado,Neutro,1,Sim,Ensino Médio,Moderado,Masculino,63,médio
3483,20,85,Baixo,Médio,Sim,5,75,Baixo,Sim,1,Médio,Médio,Público,Neutro,2,Não,Faculdade,Perto,Masculino,67,médio
3484,14,93,Médio,Baixo,Sim,9,83,Baixo,Sim,4,Médio,Médio,Público,Neutro,2,Não,Pós-Graduação,Perto,Feminino,68,médio
3485,17,97,Médio,Médio,Não,5,56,Baixo,Sim,2,Alto,Médio,Público,Positivo,3,Não,Ensino Médio,Perto,Feminino,69,médio
3486,29,92,Alto,Médio,Sim,4,91,Baixo,Sim,1,Alto,Alto,Público,Neutro,4,Não,Ensino Médio,Perto,Feminino,75,médio
3487,24,77,Baixo,Médio,Não,8,92,Alto,Sim,0,Alto,Médio,Público,Neutro,3,Não,Ensino Médio,Moderado,Masculino,67,médio
3488,14,85,Alto,Alto,Sim,5,77,Médio,Sim,2,Baixo,Alto,Público,Positivo,3,Não,Ensino Médio,Perto,Masculino,69,médio
3489,10,94,Baixo,Médio,Não,9,59,Baixo,Sim,0,Médio,Médio,Público,Positivo,2,Não,Pós-Graduação,Perto,Masculino,65,médio
3490,18,80,Baixo,Alto,Sim,8,75,Médio,Não,2,Médio,Médio,Público,Negativo,4,Não,Ensino Médio,Perto,Masculino,65,médio
3491,19,69,Médio,Médio,Sim,7,55,Baixo,Sim,1,Baixo,Médio,Público,Positivo,4,Não,Faculdade,Perto,Feminino,63,médio
3492,23,67,Baixo,Médio,Não,6,88,Médio,Sim,2,Médio,Médio,Privado,Neutro,4,Não,Ensino Médio,Perto,Masculino,65,médio
3493,17,60,Médio,Baixo,Não,6,66,Médio,Sim,0,Baixo,Médio,Público,Positivo,2,Não,Ensino Médio,Longe,Feminino,58,baixo
3494,23,89,Alto,Alto,Sim,6,66,Baixo,Sim,0,Baixo,Alto,Privado,Positivo,3,Não,Ensino Médio,Moderado,Masculino,70,médio
3495,32,64,Baixo,Baixo,Sim,6,97,Médio,Sim,1,Médio,Baixo,Público,Neutro,5,Não,Faculdade,Moderado,Masculino,66,médio
3496,25,70,Médio,Baixo,Não,9,71,Médio,Não,2,Baixo,Médio,Público,Negativo,2,Não,Faculdade,Perto,Feminino,63,médio
3497,20,72,Médio,Baixo,Sim,6,89,Baixo,Sim,1,Baixo,Médio,Privado,Negativo,3,Não,Ensino Médio,Longe,Masculino,62,médio
3498,19,82,Médio,Médio,Sim,8,82,Alto,Sim,2,Médio,Médio,Privado,Positivo,3,Não,Faculdade,Moderado,Feminino,69,médio
3499,18,76,Médio,Médio,Não,9,66,Alto,Sim,1,Alto,Alto,Público,Positivo,3,Não,Ensino Médio,Perto,Feminino,66,médio
3500,27,87,Alto,Baixo,Não,6,56,Médio,Sim,0,Baixo,Alto,Público,Neutro,2,Não,Ensino Médio,Moderado,Masculino,68,médio
3501,16,62,Baixo,Médio,Sim,8,90,Baixo,Sim,2,Alto,Médio,Público,Neutro,2,Não,Pós-Graduação,Longe,Masculino,62,médio
3502,20,65,Alto,Médio,Não,6,88,Médio,Sim,0,Médio,Alto,Público,Negativo,4,Sim,Ensino Médio,Perto,Masculino,64,médio
3503,20,80,Médio,Alto,Sim,7,58,Baixo,Não,0,Médio,Médio,Público,Neutro,2,Não,Faculdade,Perto,Feminino,65,médio
3504,17,73,Médio,Alto,Sim,6,62,Baixo,Sim,2,Baixo,Médio,Privado,Negativo,3,Não,Faculdade,Longe,Masculino,64,médio
3505,12,72,Médio,Médio,Não,6,88,Alto,Sim,2,Alto,Médio,Público,Positivo,3,Não,Ensino Médio,Perto,Feminino,65,médio
3506,22,63,Médio,Médio,Sim,7,99,Baixo,Sim,3,Médio,Médio,Privado,Neutro,4,Não,Ensino Médio,Moderado,Masculino,65,médio
3507,20,96,Baixo,Médio,Sim,5,92,Médio,Sim,0,Médio,Médio,Público,Neutro,3,Não,Faculdade,Perto,Feminino,70,médio
3508,23,88,Baixo,Alto,Não,8,84,Alto,Sim,2,Médio,Médio,Privado,Positivo,3,Sim,Pós-Graduação,Perto,Feminino,71,médio
3509,17,65,Médio,Médio,Sim,5,96,Baixo,Sim,2,Médio,Alto,Público,Positivo,3,Não,Faculdade,Moderado,Masculino,65,médio
3510,27,63,Alto,Médio,Não,5,64,Médio,Não,1,Alto,Alto,Público,Positivo,4,Não,Pós-Graduação,Perto,Masculino,67,médio
3511,15,99,Baixo,Alto,Sim,7,50,Alto,Não,4,Baixo,Médio,Público,Positivo,2,Não,Ensino Médio,Moderado,Masculino,68,médio
3512,30,87,Alto,Alto,Sim,6,66,Baixo,Sim,1,Médio,Médio,Público,Neutro,4,Não,Ensino Médio,Perto,Masculino,73,médio
3513,10,77,Médio,Alto,Não,8,99,Médio,Sim,0,Médio,Alto,Público,Neutro,4,Sim,Ensino Médio,Perto,Masculino,64,médio
3514,23,88,Alto,Alto,Não,7,94,Baixo,Não,3,Baixo,Médio,Privado,Positivo,1,Não,Ensino Médio,Perto,Masculino,71,médio
3515,23,90,Médio,Alto,Não,5,53,Médio,Sim,2,Médio,Alto,Privado,Positivo,2,Não,Ensino Médio,Perto,Feminino,70,médio
3516,15,91,Baixo,Alto,Não,8,75,Médio,Sim,4,Médio,Médio,Público,Neutro,1,Não,Ensino Médio,Perto,Feminino,68,médio
3517,23,79,Alto,Médio,Sim,7,54,Médio,Sim,2,Baixo,Médio,Privado,Neutro,4,Não,Faculdade,Moderado,Feminino,68,médio
3518,28,77,Baixo,Alto,Sim,7,89,Médio,Sim,3,Baixo,Médio,Público,Positivo,3,Sim,Ensino Médio,Longe,Masculino,68,médio
3519,7,60,Médio,Alto,Sim,10,69,Baixo,Sim,0,Baixo,Médio,Privado,Positivo,3,Não,Faculdade,Moderado,Feminino,59,baixo
3520,23,97,Médio,Médio,Sim,9,96,Médio,Sim,2,Médio,Alto,Privado,Neutro,4,Não,Faculdade,Perto,Masculino,74,médio
3521,5,84,Médio,Médio,Sim,7,53,Baixo,Não,1,Baixo,Alto,Público,Positivo,3,Não,Pós-Graduação,Moderado,Masculino,62,médio
3522,14,68,Alto,Baixo,Sim,5,87,Alto,Sim,2,Médio,Médio,Público,Positivo,3,Não,Ensino Médio,Longe,Masculino,64,médio
3523,30,97,Alto,Alto,Não,5,70,Médio,Sim,0,Alto,Médio,Público,Positivo,2,Não,Pós-Graduação,Perto,Masculino,76,médio
3524,17,97,Alto,Médio,Sim,9,63,Médio,Sim,2,Baixo,Médio,Público,Positivo,2,Não,Ensino Médio,Perto,Masculino,70,médio
3525,13,100,Alto,Médio,Não,6,76,Médio,Não,0,Baixo,Baixo,Público,Positivo,5,Não,Pós-Graduação,Perto,Masculino,69,médio
3526,19,95,Médio,Médio,Sim,7,74,Alto,Não,0,Baixo,Alto,Público,Positivo,2,Não,Ensino Médio,Perto,Feminino,69,médio
3527,32,100,Baixo,Alto,Sim,5,67,Médio,Não,4,Médio,Médio,Público,Positivo,3,Não,Ensino Médio,Longe,Masculino,74,médio
3528,9,70,Alto,Médio,Não,8,82,Baixo,Não,2,Alto,Alto,Público,Negativo,2,Não,Ensino Médio,Perto,Feminino,62,médio
3529,14,94,Médio,Médio,Não,9,83,Alto,Sim,2,Baixo,Alto,Público,Positivo,3,Não,Pós-Graduação,Moderado,Masculino,70,médio
3530,29,93,Baixo,Médio,Sim,9,54,Médio,Não,4,Baixo,Alto,Público,Positivo,3,Não,Ensino Médio,Perto,Masculino,71,médio
3531,31,69,Médio,Baixo,Sim,6,80,Baixo,Sim,4,Médio,Médio,Público,Negativo,2,Não,Faculdade,Perto,Masculino,68,médio
3532,19,64,Alto,Baixo,Sim,8,86,Baixo,Sim,3,Alto,Médio,Privado,Neutro,3,Não,Pós-Graduação,Perto,Feminino,66,médio
3533,13,99,Baixo,Médio,Não,7,54,Alto,Sim,3,Alto,Médio,Público,Negativo,3,Não,Ensino Médio,Longe,Masculino,67,médio
3534,33,72,Alto,Médio,Não,8,83,Baixo,Sim,3,Baixo,Alto,Privado,Neutro,4,Não,Ensino Médio,Perto,Masculino,71,médio
3535,30,95,Médio,Médio,Sim,7,90,Médio,Sim,3,Médio,Médio,Público,Neutro,1,Não,Ensino Médio,Moderado,Masculino,74,médio
3536,24,60,Baixo,Médio,Sim,6,92,Baixo,Sim,3,Médio,Médio,Público,Positivo,2,Não,Faculdade,Perto,Masculino,65,médio
3537,15,61,Alto,Baixo,Sim,9,52,Médio,Sim,1,Médio,Médio,Privado,Neutro,3,Não,Ensino Médio,Moderado,Feminino,60,baixo
3538,20,79,Alto,Alto,Sim,7,85,Baixo,Sim,2,Médio,Médio,Público,Neutro,2,Não,Faculdade,Moderado,Masculino,69,médio
3539,19,70,Médio,Médio,Sim,6,90,Baixo,Sim,2,Baixo,Médio,Privado,Positivo,3,Não,Ensino Médio,Moderado,Masculino,65,médio
3540,22,88,Médio,Baixo,Sim,7,70,Médio,Sim,3,Baixo,Médio,Público,Positivo,2,Não,Ensino Médio,Perto,Feminino,69,médio
3541,29,83,Médio,Baixo,Sim,6,77,Alto,Sim,1,Médio,Médio,Público,Neutro,4,Não,Ensino Médio,Perto,Masculino,70,médio
3542,25,63,Alto,Baixo,Sim,8,63,Médio,Sim,0,Médio,Alto,Privado,Positivo,1,Sim,Pós-Graduação,Perto,Feminino,65,médio
3543,14,67,Baixo,Baixo,Sim,7,66,Baixo,Sim,0,Baixo,Médio,Público,Neutro,4,Não,Ensino Médio,Longe,Feminino,57,baixo
3544,28,76,Médio,Médio,Sim,6,75,Baixo,Sim,0,Médio,Alto,Público,Positivo,2,Não,Ensino Médio,Perto,Feminino,68,médio
3545,22,67,Alto,Alto,Não,10,58,Médio,Sim,2,Alto,Baixo,Público,Neutro,3,Não,Pós-Graduação,Perto,Masculino,67,médio
3546,24,92,Médio,Médio,Não,5,69,Médio,Sim,2,Médio,Médio,Privado,Negativo,4,Não,Ensino Médio,Perto,Feminino,70,médio
3547,29,77,Médio,Médio,Sim,8,65,Médio,Sim,1,Médio,Médio,Público,Neutro,3,Não,Ensino Médio,Perto,Masculino,68,médio
3548,13,64,Alto,Alto,Sim,7,62,Médio,Sim,1,Baixo,Médio,Público,Neutro,1,Não,Faculdade,Moderado,Feminino,62,médio
3549,20,79,Alto,Médio,Sim,5,74,Médio,Sim,1,Baixo,Médio,Público,Neutro,5,Não,Ensino Médio,Longe,Masculino,67,médio
3550,17,64,Alto,Alto,Sim,6,92,Médio,Sim,0,Médio,Médio,Privado,Positivo,1,Não,Pós-Graduação,Perto,Masculino,66,médio
3551,11,65,Médio,Baixo,Sim,5,62,Médio,Sim,2,Médio,Alto,Público,Neutro,2,Não,Faculdade,Longe,Feminino,60,baixo
3552,22,70,Alto,Baixo,Não,10,83,Baixo,Sim,0,Médio,Médio,Público,Positivo,2,Não,Faculdade,Moderado,Masculino,65,médio
3553,35,94,Alto,Médio,Sim,7,63,Médio,Sim,1,Baixo,Alto,Público,Positivo,2,Não,Faculdade,Perto,Feminino,75,médio
3554,9,97,Baixo,Médio,Sim,7,57,Médio,Sim,4,Médio,Alto,Público,Neutro,5,Não,Ensino Médio,Longe,Feminino,67,médio
3555,20,93,Médio,Alto,Não,10,97,Médio,Sim,1,Baixo,Médio,Público,Neutro,2,Não,Pós-Graduação,Moderado,Masculino,71,médio
3556,24,73,Baixo,Baixo,Sim,6,82,Médio,Sim,0,Médio,Médio,Público,Negativo,2,Sim,Ensino Médio,Perto,Masculino,63,médio
3557,21,71,Alto,Médio,Sim,9,55,Baixo,Sim,2,Alto,Alto,Público,Positivo,1,Não,Pós-Graduação,Moderado,Masculino,67,médio
3558,19,82,Alto,Médio,Não,8,82,Baixo,Sim,2,Baixo,Médio,Privado,Negativo,4,Não,Pós-Graduação,Perto,Feminino,68,médio
3559,12,89,Alto,Baixo,Sim,4,59,Baixo,Sim,2,Baixo,Alto,Público,Negativo,4,Não,Ensino Médio,Perto,Masculino,65,médio
3560,21,100,Baixo,Alto,Não,6,94,Médio,Não,1,Alto,Médio,Público,Positivo,3,Não,Faculdade,Moderado,Feminino,72,médio
3561,15,65,Médio,Médio,Não,8,62,Médio,Sim,1,Médio,Médio,Público,Neutro,4,Não,Ensino Médio,Moderado,Feminino,61,médio
3562,7,62,Baixo,Alto,Não,7,90,Médio,Sim,1,Médio,Baixo,Público,Neutro,5,Não,Faculdade,Moderado,Feminino,60,baixo
3563,27,88,Alto,Alto,Sim,7,60,Médio,Sim,2,Baixo,Médio,Público,Positivo,2,Não,Ensino Médio,Perto,Feminino,72,médio
3564,26,93,Médio,Médio,Sim,6,78,Médio,Sim,2,Médio,Médio,Público,Neutro,3,Não,Pós-Graduação,Longe,Feminino,72,médio
3565,20,94,Baixo,Médio,Sim,6,96,Médio,Sim,2,Médio,Médio,Privado,Negativo,3,Não,Faculdade,Perto,Masculino,70,médio
3566,21,87,Baixo,Médio,Não,7,65,Alto,Sim,2,Médio,Médio,Público,Negativo,3,Sim,Faculdade,Perto,Masculino,67,médio
3567,26,98,Médio,Médio,Não,10,54,Médio,Sim,0,Baixo,Alto,Privado,Neutro,1,Não,Pós-Graduação,Perto,Masculino,71,médio
3568,21,80,Médio,Baixo,Sim,6,78,Médio,Sim,0,Médio,Médio,Privado,Negativo,2,Não,Pós-Graduação,Perto,Feminino,66,médio
3569,25,97,Alto,Alto,Não,6,59,Baixo,Sim,0,Baixo,Alto,Público,Positivo,2,Não,Ensino Médio,Perto,Feminino,72,médio
3570,18,99,Médio,Médio,Sim,7,86,Médio,Não,1,Alto,Médio,Público,Neutro,4,Não,Ensino Médio,Moderado,Feminino,70,médio
3571,28,94,Médio,Baixo,Sim,5,80,Médio,Sim,2,Alto,Médio,Público,Negativo,2,Não,Ensino Médio,Moderado,Feminino,71,médio
3572,22,72,Baixo,Baixo,Sim,8,67,Alto,Sim,2,Médio,Médio,Público,Negativo,4,Não,Faculdade,Longe,Masculino,64,médio
3573,21,68,Médio,Médio,Sim,5,85,Médio,Não,3,Alto,Médio,Público,Positivo,2,Não,Faculdade,Moderado,Masculino,66,médio
3574,12,82,Alto,Baixo,Não,5,62,Baixo,Sim,2,Médio,Médio,Público,Positivo,4,Não,Ensino Médio,Perto,Masculino,64,médio
3575,22,78,Médio,Médio,Sim,5,96,Médio,Sim,0,Baixo,Médio,Público,Neutro,3,Não,Ensino Médio,Moderado,Masculino,67,médio
3576,15,95,Baixo,Baixo,Não,5,67,Alto,Sim,3,Médio,Médio,Público,Positivo,3,Não,Ensino Médio,Moderado,Feminino,67,médio
3577,16,64,Alto,Baixo,Não,9,88,Médio,Sim,1,Médio,Alto,Público,Positivo,3,Não,Ensino Médio,Perto,Masculino,64,médio
3578,15,70,Baixo,Médio,Não,8,63,Baixo,Sim,0,Médio,Médio,Privado,Positivo,4,Não,Ensino Médio,Moderado,Feminino,61,médio
